,players,teams,Rk,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Aaron Brooks\brookaa01,MIN,65,33,32,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-0.8,-3.6,-4.3,-0.1
1,Aaron Gordon\gordoaa01,ORL,179,22,58,1909,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.07200000000000001,0.0,0.0,0.0,1.0
2,Aaron Harrison\harriaa01,DAL,201,23,9,233,5.1,0.392,0.623,0.24600000000000002,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.013999999999999999,-3.6,-0.5,-4.1,-0.1
3,Aaron Jackson\jacksaa01,HOU,243,31,1,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-4.6,-3.0,-7.7,-0.1
4,Abdel Nader\naderab01,BOS,363,24,48,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.013999999999999999,-5.9,0.3,-5.6,-0.5
5,Adreian Payne\paynead01,ORL,397,26,5,43,18.8,0.831,0.3,0.6,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,0.1,0.0,0.2,0.203,0.1,-4.1,-4.1,0.0
6,Al Horford\horfoal01,BOS,227,31,72,2277,17.6,0.575,0.3,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,1.1,2.9,4.0,3.5
7,Al Jefferson\jeffeal01,IND,250,33,36,484,20.2,0.563,0.013999999999999999,0.17300000000000001,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2
8,Al-Farouq Aminu\aminual01,POR,11,27,69,2072,12.0,0.522,0.5820000000000001,0.13699999999999998,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.09699999999999999,-0.8,1.9,1.1,1.6
9,Alan Williams\willial03,PHO,517,25,5,70,9.3,0.455,0.0,0.5,4.5,29.5,16.8,16.3,3.4,1.2,24.2,17.5,-0.1,0.1,0.0,-0.004,-6.5,2.8,-3.7,0.0
10,Alec Burks\burksal01,UTA,78,26,64,1059,13.1,0.527,0.34299999999999997,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2
11,Alec Peters\peteral01,PHO,403,22,20,225,10.7,0.523,0.784,0.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,0.055,-0.2,-3.1,-3.3,-0.1
12,Alex Abrines\abrinal01,OKC,1,24,75,1134,9.0,0.5670000000000001,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1.0,2.2,0.094,-0.5,-1.7,-2.2,-0.1
13,Alex Caruso\carusal01,LAL,89,23,37,562,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.040999999999999995,-3.4,0.5,-2.9,-0.1
14,Alex Len\lenal01,PHO,292,24,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1.0
15,Alex Poythress\poythal01,IND,414,24,25,104,7.8,0.5,0.423,0.0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,0.066,-2.3,-1.7,-4.0,-0.1
16,Alfonzo McKinnie\mckinal01,TOR,330,25,14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16.0,0.0,0.1,0.1,0.084,-1.3,-1.8,-3.1,0.0
17,Allen Crabbe\crabbal01,BRK,114,25,75,2197,12.3,0.5579999999999999,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7
18,Amir Johnson\johnsam01,PHI,254,30,74,1171,14.8,0.575,0.12300000000000001,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2.0,4.1,0.16899999999999998,-0.2,3.1,2.9,1.5
19,Andre Drummond\drumman01,DET,140,24,78,2625,22.9,0.555,0.012,0.44799999999999995,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.18899999999999997,0.2,5.3,5.5,5.0
20,Andre Iguodala\iguodan01,GSW,234,34,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-0.7,0.9,0.2,0.9
21,Andre Ingram\ingraan01,LAL,237,32,2,64,16.3,0.655,0.529,0.17600000000000002,1.7,8.3,5.0,15.3,2.2,3.8,14.1,14.1,0.1,0.1,0.2,0.157,0.4,0.9,1.3,0.1
22,Andre Roberson\roberan03,OKC,429,26,39,1037,10.9,0.5429999999999999,0.222,0.235,7.8,12.2,9.9,6.0,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9
23,Andrew Bogut\bogutan01,LAL,56,33,23,216,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-3.6,3.6,0.0,0.1
24,Andrew Harrison\harrian01,MEM,202,23,56,1326,12.7,0.534,0.331,0.371,2.0,9.7,5.7,21.3,1.4,1.8,14.0,19.6,1.0,0.7,1.7,0.062,-0.9,-1.5,-2.5,-0.2
25,Andrew White\whitean01,ATL,509,24,15,209,5.8,0.461,0.6709999999999999,0.055,2.1,16.0,9.1,4.3,0.7,0.4,9.7,17.3,-0.2,0.1,-0.1,-0.034,-4.2,-2.9,-7.1,-0.3
26,Andrew Wiggins\wiggian01,MIN,514,22,82,2979,13.0,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-1.1,-1.4,-2.5,-0.4
27,Ante Zizic\zizican01,CLE,539,21,32,214,24.2,0.746,0.0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1.0,0.231,1.3,-1.2,0.1,0.1
28,Anthony Brown\brownan02,MIN,68,25,1,4,41.9,1.5,1.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.5710000000000001,17.1,-15.0,2.1,0.0
29,Anthony Davis\davisan02,NOP,122,24,75,2727,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.24100000000000002,2.8,2.3,5.2,4.9
30,Anthony Tolliver\tollian01,DET,482,32,79,1757,13.9,0.6629999999999999,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,2.3,-0.8,1.5,1.5
31,Antonio Blakeney\blakean01,CHI,51,21,19,314,10.1,0.47100000000000003,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-3.2,-3.6,-6.8,-0.4
32,Antonius Cleveland\clevean01,ATL,100,23,4,42,3.5,0.825,0.429,0.28600000000000003,2.7,8.0,5.3,0.0,1.2,2.0,38.8,13.4,0.0,0.0,0.0,-0.009000000000000001,-5.0,-2.0,-7.0,-0.1
33,Antonius Cleveland\clevean01,DAL,100,23,13,81,5.1,0.317,0.071,0.28600000000000003,2.6,11.4,6.9,3.3,3.7,4.4,11.3,10.0,-0.1,0.1,0.0,-0.005,-7.6,4.5,-3.1,0.0
34,Antonius Cleveland\clevean01,TOT,100,23,17,123,4.5,0.486,0.19,0.28600000000000003,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0.0,-0.006,-6.7,2.2,-4.5,-0.1
35,Aron Baynes\baynear01,BOS,35,31,81,1485,12.1,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.09699999999999999,-3.8,2.1,-1.7,0.1
36,Arron Afflalo\afflaar01,ORL,5,32,53,682,5.8,0.516,0.43200000000000005,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009000000000000001,-4.1,-1.8,-5.8,-0.7
37,Austin Rivers\riverau01,LAC,428,25,61,2057,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1.0,2.4,0.055999999999999994,0.8,-1.7,-0.9,0.6
38,Avery Bradley\bradlav01,DET,61,27,40,1268,9.7,0.49700000000000005,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-2.7,-1.5,-4.2,-0.7
39,Avery Bradley\bradlav01,LAC,61,27,6,165,9.0,0.49200000000000005,0.16399999999999998,0.036000000000000004,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-3.4,-0.8,-4.2,-0.1
40,Avery Bradley\bradlav01,TOT,61,27,46,1433,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8
41,Bam Adebayo\adebaba01,MIA,4,20,69,1368,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.14800000000000002,-1.6,1.8,0.2,0.8
42,Ben McLemore\mclembe01,MEM,331,24,56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19.0,-0.2,0.7,0.5,0.023,-2.1,-1.4,-3.6,-0.4
43,Ben Moore\moorebe01,IND,348,22,2,9,-2.3,,,,0.0,12.5,6.3,13.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.07200000000000001,-5.3,0.3,-5.0,0.0
44,Ben Simmons\simmobe01,PHI,450,21,81,2732,20.0,0.557,0.011000000000000001,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,1.0,3.6,4.6,4.6
45,Bismack Biyombo\biyombi01,ORL,48,25,82,1495,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-3.7,2.1,-1.6,0.2
46,Blake Griffin\griffbl01,DET,191,28,25,831,18.5,0.531,0.32299999999999995,0.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,0.113,2.4,-0.1,2.3,0.9
47,Blake Griffin\griffbl01,LAC,191,28,33,1139,20.4,0.5529999999999999,0.324,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,0.126,3.2,-0.1,3.1,1.5
48,Blake Griffin\griffbl01,TOT,191,28,58,1970,19.6,0.544,0.32299999999999995,0.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,0.12,2.9,-0.1,2.8,2.4
49,Boban Marjanovic\marjabo01,DET,313,29,19,171,21.6,0.597,0.0,0.57,9.5,27.7,18.4,14.4,1.2,3.1,18.2,31.3,0.2,0.3,0.5,0.138,-2.5,0.4,-2.1,0.0
50,Boban Marjanovic\marjabo01,LAC,313,29,20,166,30.6,0.637,0.0,0.754,22.1,35.2,28.8,7.9,1.8,2.5,13.2,27.5,0.7,0.3,1.0,0.293,2.0,-1.1,1.0,0.1
51,Boban Marjanovic\marjabo01,TOT,313,29,39,337,26.0,0.616,0.0,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1.0,0.5,1.5,0.215,-0.3,-0.3,-0.6,0.1
52,Bobby Brown\brownbo02,HOU,69,33,20,115,5.5,0.425,0.69,0.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-5.0,-4.2,-9.3,-0.2
53,Bobby Portis\portibo01,CHI,410,22,73,1643,19.7,0.5479999999999999,0.275,0.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,2.0,1.5,3.5,0.10099999999999999,1.0,-0.6,0.3,1.0
54,Bogdan Bogdanovic\bogdabo01,SAC,54,25,78,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,0.5,-1.5,-1.0,0.6
55,Bojan Bogdanovic\bogdabo02,IND,55,28,80,2464,13.9,0.605,0.45299999999999996,0.24100000000000002,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,1.1,-1.9,-0.7,0.8
56,Bradley Beal\bealbr01,WAS,37,24,82,2977,18.4,0.564,0.35700000000000004,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.11199999999999999,2.7,-1.0,1.7,2.7
57,Brandan Wright\wrighbr03,HOU,529,30,1,15,11.3,0.667,0.0,0.0,7.6,7.5,7.5,0.0,0.0,5.7,0.0,8.8,0.0,0.0,0.0,0.157,-2.5,-0.6,-3.2,0.0
58,Brandan Wright\wrighbr03,MEM,529,30,27,366,19.3,0.595,0.0,0.33299999999999996,9.9,19.7,14.7,5.8,1.8,6.4,6.6,14.9,0.8,0.5,1.2,0.163,-1.2,2.3,1.1,0.3
59,Brandan Wright\wrighbr03,TOT,529,30,28,381,19.0,0.596,0.0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,-1.3,2.2,0.9,0.3
60,Brandon Ingram\ingrabr01,LAL,238,20,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1.0,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4
61,Brandon Jennings\jennibr01,MIL,252,28,14,205,12.7,0.478,0.45799999999999996,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,0.0,0.1,0.1,0.026000000000000002,-2.0,-1.7,-3.8,-0.1
62,Brandon Paul\paulbr01,SAS,395,26,64,576,7.5,0.504,0.425,0.33899999999999997,1.1,12.0,6.5,9.0,2.2,1.0,16.6,13.6,-0.3,0.8,0.5,0.044000000000000004,-3.6,0.9,-2.8,-0.1
63,Briante Weber\weberbr01,HOU,506,25,13,118,11.1,0.547,0.409,0.182,2.9,14.2,8.6,15.2,4.2,2.2,22.8,11.5,0.1,0.2,0.3,0.11900000000000001,-2.5,3.7,1.3,0.1
64,Briante Weber\weberbr01,MEM,506,25,5,119,9.2,0.508,0.095,0.28600000000000003,4.8,11.9,8.3,11.1,3.4,1.6,25.3,11.9,-0.1,0.1,0.1,0.024,-4.0,2.1,-1.9,0.0
65,Briante Weber\weberbr01,TOT,506,25,18,237,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24.0,11.7,0.0,0.4,0.4,0.07200000000000001,-3.2,2.9,-0.4,0.1
66,Brice Johnson\johnsbr02,LAC,255,23,9,38,21.3,0.6729999999999999,0.091,0.182,5.9,31.4,18.8,4.0,7.7,4.4,25.2,18.0,0.0,0.1,0.1,0.168,-2.6,6.4,3.8,0.1
67,Brice Johnson\johnsbr02,MEM,255,23,9,60,16.2,0.418,0.0,0.09699999999999999,13.2,21.7,17.4,3.0,2.5,6.2,3.0,24.9,-0.1,0.1,0.0,0.027999999999999997,-6.3,-0.8,-7.0,-0.1
68,Brice Johnson\johnsbr02,TOT,255,23,18,98,18.2,0.486,0.024,0.11900000000000001,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0
69,Brook Lopez\lopezbr01,LAL,302,29,74,1735,16.4,0.557,0.41,0.19899999999999998,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.3,0.2,0.5,1.1
70,Bruno Caboclo\cabocbr01,SAC,81,22,10,100,8.3,0.41100000000000003,0.517,0.207,7.6,16.6,12.0,5.6,1.0,3.8,11.2,16.0,-0.1,0.1,0.0,-0.01,-4.5,-0.5,-5.0,-0.1
71,Bruno Caboclo\cabocbr01,TOR,81,22,2,7,-0.1,0.0,1.0,0.0,0.0,15.7,8.0,16.7,7.0,0.0,0.0,12.5,0.0,0.0,0.0,-0.113,-6.8,4.4,-2.4,0.0
72,Bruno Caboclo\cabocbr01,TOT,81,22,12,107,7.7,0.386,0.5479999999999999,0.19399999999999998,7.1,16.6,11.7,6.3,1.4,3.5,10.6,15.8,-0.1,0.1,0.0,-0.017,-4.7,-0.2,-4.9,-0.1
73,Bryn Forbes\forbebr01,SAS,162,24,80,1517,9.1,0.525,0.45899999999999996,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4
74,Buddy Hield\hieldbu01,SAC,215,24,80,2024,16.1,0.557,0.43700000000000006,0.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,1.3,1.5,2.8,0.067,1.2,-1.4,-0.2,0.9
75,C.J. Miles\milescj01,TOR,337,30,70,1337,13.0,0.545,0.758,0.162,1.5,11.0,6.4,6.0,1.4,1.3,5.7,22.3,1.4,1.5,2.9,0.10300000000000001,1.7,-2.2,-0.5,0.5
76,C.J. Williams\willicj01,LAC,518,27,38,707,9.5,0.512,0.396,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-1.3,-0.1,-1.4,0.1
77,CJ McCollum\mccolcj01,POR,322,26,81,2923,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.10800000000000001,1.4,-1.0,0.4,1.8
78,Caleb Swanigan\swanica01,POR,467,20,27,189,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.0,0.6,-5.4,-0.2
79,Cameron Payne\payneca01,CHI,398,23,25,582,14.0,0.498,0.423,0.07400000000000001,3.2,9.8,6.4,29.9,2.2,1.4,14.0,19.3,0.3,0.4,0.8,0.063,-0.2,-0.8,-0.9,0.2
80,Caris LeVert\leverca01,BRK,296,23,71,1864,14.3,0.525,0.33299999999999996,0.254,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.059000000000000004,-0.3,-0.2,-0.5,0.7
81,Carmelo Anthony\anthoca01,OKC,17,33,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1
82,Cedi Osman\osmande01,CLE,385,22,61,672,11.0,0.5770000000000001,0.46799999999999997,0.247,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,0.064,-1.4,-1.5,-2.9,-0.2
83,Chandler Parsons\parsoch01,MEM,392,29,36,691,13.6,0.578,0.517,0.115,2.3,13.0,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,0.4,-1.6,-1.2,0.1
84,Channing Frye\fryech01,CLE,166,34,44,545,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-0.5,-0.8,-1.3,0.1
85,Channing Frye\fryech01,LAL,166,34,9,150,10.2,0.581,0.581,0.09300000000000001,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0
86,Channing Frye\fryech01,TOT,166,34,53,695,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-0.7,-1.0,-1.7,0.1
87,Charles Cooke\cookech01,NOP,109,23,13,38,-5.1,0.20199999999999999,0.5710000000000001,0.14300000000000002,0.0,5.5,2.9,3.2,1.3,0.0,6.3,18.1,-0.2,0.0,-0.2,-0.239,-10.8,-3.8,-14.6,-0.1
88,Cheick Diallo\diallch01,NOP,131,21,52,581,17.0,0.619,0.0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2
89,Chinanu Onuaku\onuakch01,HOU,384,21,1,22,-3.2,0.4,0.0,0.0,5.2,15.2,10.2,6.4,0.0,0.0,37.5,16.1,-0.1,0.0,-0.1,-0.147,-11.1,-1.2,-12.3,-0.1
90,Chris Boucher\bouchch01,GSW,60,25,1,1,-28.5,0.0,1.0,0.0,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-38.9,-20.1,-59.0,0.0
91,Chris McCullough\mcculch01,WAS,325,22,19,90,15.8,0.478,0.19,0.33299999999999996,8.8,22.6,15.7,7.1,0.0,4.9,4.0,24.6,0.1,0.1,0.2,0.081,-3.8,-1.9,-5.7,-0.1
92,Chris Paul\paulch01,HOU,396,32,58,1847,24.4,0.604,0.475,0.27699999999999997,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,6.2,0.9,7.1,4.3
93,Clint Capela\capelca01,HOU,85,23,74,2034,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,0.1,2.9,3.0,2.6
94,Cody Zeller\zelleco01,CHO,536,25,33,627,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,1.2,0.7,1.9,0.145,-0.6,1.3,0.7,0.4
95,Cole Aldrich\aldrico01,MIN,6,29,21,49,6.0,0.34,0.0,0.4,7.0,28.6,17.7,8.2,2.0,1.8,5.4,16.8,-0.1,0.1,0.0,-0.013000000000000001,-7.0,0.1,-6.9,-0.1
96,Corey Brewer\breweco01,LAL,63,31,54,694,8.9,0.509,0.25,0.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,-0.2,0.9,0.7,0.048,-3.6,0.9,-2.7,-0.1
97,Corey Brewer\breweco01,OKC,63,31,18,514,14.2,0.565,0.465,0.271,4.2,9.2,6.6,6.7,3.7,1.1,6.4,14.4,0.9,0.7,1.6,0.15,1.0,1.1,2.1,0.5
98,Corey Brewer\breweco01,TOT,63,31,72,1208,11.2,0.534,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-1.6,1.0,-0.6,0.4
99,Cory Joseph\josepco01,IND,269,26,82,2210,11.0,0.503,0.315,0.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,0.068,-1.3,0.1,-1.2,0.5
100,Courtney Lee\leeco01,NYK,289,32,76,2310,13.0,0.564,0.368,0.16399999999999998,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.08199999999999999,0.8,-0.7,0.0,1.2
101,Cristiano Felicio\feliccr01,CHI,157,25,55,977,12.5,0.614,0.009000000000000001,0.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1
102,D'Angelo Russell\russeda01,BRK,437,21,48,1234,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1.0,16.8,30.8,-0.5,0.9,0.4,0.013999999999999999,0.8,-1.2,-0.4,0.5
103,D.J. Augustin\augusdj01,ORL,24,30,75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5
104,D.J. Wilson\wilsodj01,MIL,524,21,22,71,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0.0,0.1,0.1,0.054000000000000006,-2.9,-1.2,-4.1,0.0
105,Dakari Johnson\johnsda04,OKC,256,22,31,161,16.4,0.575,0.0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.17800000000000002,-0.9,1.2,0.3,0.1
106,Damian Jones\jonesda03,GSW,264,22,15,89,6.8,0.517,0.0,0.22699999999999998,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0.0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1
107,Damian Lillard\lillada01,POR,298,27,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.22699999999999998,7.7,-1.0,6.7,5.9
108,Damien Wilkins\wilkida02,IND,516,38,19,152,4.9,0.405,0.462,0.10300000000000001,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.4,-2.1,-6.5,-0.2
109,Damion Lee\leeda03,ATL,290,25,15,404,12.0,0.489,0.395,0.191,3.0,16.6,9.8,11.2,2.3,0.2,7.8,19.3,0.0,0.4,0.4,0.046,-1.7,-0.4,-2.1,0.0
110,Damyean Dotson\dotsoda01,NYK,135,23,44,474,11.6,0.532,0.42200000000000004,0.14300000000000002,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,0.06,-1.4,-1.7,-3.1,-0.1
111,Daniel Hamilton\hamilda02,OKC,192,22,6,28,18.2,0.545,0.455,0.0,0.0,20.5,9.9,44.2,1.8,0.0,15.4,19.9,0.1,0.0,0.1,0.16899999999999998,0.8,-2.4,-1.6,0.0
112,Daniel Theis\theisda01,BOS,476,25,63,936,16.1,0.616,0.249,0.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.17800000000000002,-0.8,3.4,2.6,1.1
113,Danilo Gallinari\gallida01,LAC,168,29,21,671,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.08800000000000001,0.0,-1.4,-1.4,0.1
114,Danny Green\greenda02,SAS,186,30,70,1791,11.4,0.509,0.57,0.11599999999999999,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.1,2.2,1.2,1.4
115,Dante Cunningham\cunnida01,BRK,119,30,22,447,13.8,0.561,0.43200000000000005,0.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-1.0,0.4,-0.6,0.2
116,Dante Cunningham\cunnida01,NOP,119,30,51,1115,8.4,0.525,0.48,0.16,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.067,-1.6,-0.1,-1.7,0.1
117,Dante Cunningham\cunnida01,TOT,119,30,73,1562,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.4,0.1,-1.4,0.2
118,Dante Exum\exumda01,UTA,153,22,14,235,16.7,0.5660000000000001,0.207,0.35600000000000004,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0.0
119,Danuel House\houseda01,PHO,228,24,23,403,12.4,0.5329999999999999,0.45,0.24,3.4,17.0,10.1,9.4,0.8,1.2,7.2,16.2,0.4,0.1,0.6,0.066,-1.2,-1.5,-2.7,-0.1
