,players,teams,Rk,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
239,Ike Anigbogu\anigbik01,IND,15,19,11,30,21.6,0.5579999999999999,0.0,0.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,0.165,-4.1,-1.2,-5.4,0.0
240,Iman Shumpert\shumpim01,CLE,447,27,14,276,6.4,0.48,0.44799999999999995,0.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1
241,Isaiah Canaan\canaais01,HOU,84,26,1,4,-7.3,0.0,0.0,0.0,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-0.22399999999999998,-17.3,-3.9,-21.2,0.0
242,Isaiah Canaan\canaais01,PHO,84,26,19,418,13.7,0.5429999999999999,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,0.5,0.1,0.7,0.075,0.3,-2.5,-2.2,0.0
243,Isaiah Canaan\canaais01,TOT,84,26,20,422,13.5,0.539,0.48200000000000004,0.37200000000000005,1.5,10.0,5.7,26.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,0.1,-2.5,-2.4,0.0
244,Isaiah Hicks\hicksis01,NYK,214,23,18,240,6.8,0.501,0.125,0.25,4.6,14.3,9.5,9.5,0.4,1.4,16.7,17.4,-0.1,0.1,0.0,-0.003,-4.3,-1.4,-5.6,-0.2
245,Isaiah Taylor\taylois01,ATL,469,23,67,1167,10.9,0.49200000000000005,0.205,0.36200000000000004,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027000000000000003,-2.9,-2.5,-5.4,-1.0
246,Isaiah Thomas\thomais02,CLE,477,28,15,406,12.3,0.493,0.44799999999999995,0.35100000000000003,2.0,6.5,4.3,25.1,1.1,0.4,15.5,28.9,-0.1,0.1,-0.1,-0.008,-1.4,-4.4,-5.8,-0.4
247,Isaiah Thomas\thomais02,LAL,477,28,17,456,12.8,0.52,0.445,0.278,2.4,6.0,4.2,28.8,0.6,0.2,17.5,28.7,0.0,0.2,0.2,0.024,-0.4,-4.2,-4.6,-0.3
248,Isaiah Thomas\thomais02,TOT,477,28,32,862,12.6,0.508,0.447,0.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.009000000000000001,-0.9,-4.3,-5.2,-0.7
249,Isaiah Whitehead\whiteis01,BRK,512,22,16,180,11.5,0.53,0.209,0.221,2.3,13.1,7.7,19.6,2.2,0.8,20.3,28.5,-0.3,0.2,-0.1,-0.035,-4.3,-1.3,-5.6,-0.2
250,Ish Smith\smithis01,DET,456,29,82,2043,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,0.102,-0.6,-0.6,-1.2,0.4
251,Ivan Rabb\rabbiv01,MEM,419,20,36,516,16.6,0.599,0.0,0.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-1.7,0.3,-1.5,0.1
252,Ivica Zubac\zubaciv01,LAL,540,20,43,410,15.3,0.557,0.008,0.418,11.8,20.1,16.0,8.8,0.9,3.0,15.3,17.6,0.5,0.5,1.0,0.11800000000000001,-2.7,0.5,-2.2,0.0
253,J.J. Barea\bareajo01,DAL,30,33,69,1603,17.8,0.545,0.45399999999999996,0.14800000000000002,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.4,-2.3,0.1,0.8
254,J.J. Redick\redicjj01,PHI,423,33,70,2116,15.9,0.614,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,0.0,1.1
255,J.R. Smith\smithjr01,CLE,457,32,80,2244,8.5,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1.0,-1.7,0.2
256,JaKarr Sampson\sampsja02,SAC,439,24,22,344,13.9,0.585,0.12300000000000001,0.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1
257,JaMychal Green\greenja01,MEM,189,27,55,1542,14.0,0.53,0.26,0.22699999999999998,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-1.2,-0.4,-1.5,0.2
258,JaVale McGee\mcgeeja01,GSW,327,30,65,615,22.3,0.6409999999999999,0.027000000000000003,0.237,11.5,18.7,15.4,8.0,1.6,7.3,10.0,19.2,1.7,1.1,2.7,0.212,0.4,2.1,2.6,0.7
259,Jabari Bird\birdja01,BOS,47,23,13,115,12.1,0.615,0.26899999999999996,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.3,0.1,-2.1,0.0
260,Jabari Parker\parkeja01,MIL,390,22,31,743,17.1,0.55,0.244,0.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,-0.2,-1.6,-1.8,0.0
261,Jack Cooley\cooleja01,SAC,110,26,7,87,19.7,0.5660000000000001,0.0,0.7040000000000001,17.6,21.9,19.6,10.5,0.6,0.0,7.8,19.8,0.3,0.0,0.3,0.182,0.9,-2.5,-1.6,0.0
262,Jacob Pullen\pulleja01,PHI,415,28,3,6,-2.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.3,0.0,0.0,0.0,-0.21,-10.5,-4.7,-15.2,0.0
263,Jacob Wiley\wileyja01,BRK,515,23,5,33,8.2,0.41,0.5,0.5,6.4,29.2,17.7,8.0,1.5,0.0,0.0,6.4,0.0,0.0,0.1,0.094,-3.9,0.9,-3.0,0.0
264,Jae Crowder\crowdja01,CLE,118,27,53,1346,10.2,0.545,0.503,0.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059000000000000004,-0.6,-1.2,-1.8,0.1
265,Jae Crowder\crowdja01,TOT,118,27,80,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1
266,Jae Crowder\crowdja01,UTA,118,27,27,744,10.8,0.499,0.515,0.19,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.06,-1.3,-0.4,-1.6,0.1
267,Jahlil Okafor\okafoja01,BRK,381,22,26,328,15.8,0.593,0.031,0.19399999999999998,5.5,19.3,12.3,5.9,0.4,3.6,11.4,20.9,0.3,0.3,0.6,0.08900000000000001,-3.4,-0.8,-4.3,-0.2
268,Jahlil Okafor\okafoja01,PHI,381,22,2,25,8.8,0.465,0.0,0.444,17.9,20.7,19.4,5.8,0.0,6.7,21.8,23.5,0.0,0.0,0.0,0.005,-7.5,0.5,-7.0,0.0
269,Jahlil Okafor\okafoja01,TOT,381,22,28,353,15.3,0.584,0.028999999999999998,0.21,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,0.3,0.3,0.6,0.083,-3.7,-0.8,-4.5,-0.2
270,Jake Layman\laymaja01,POR,287,23,35,160,4.9,0.35200000000000004,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5.0,-0.1
271,Jakob Poeltl\poeltja01,TOR,407,22,82,1524,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.17600000000000002,0.4,2.9,3.3,2.0
272,Jalen Jones\jonesja04,DAL,266,24,12,162,10.9,0.483,0.391,0.266,8.6,15.6,12.0,3.9,1.5,0.5,8.9,22.0,-0.1,0.1,0.1,0.024,-3.2,-2.7,-5.9,-0.2
273,Jalen Jones\jonesja04,NOP,266,24,4,19,5.0,0.512,0.25,0.5,0.0,16.5,8.6,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.054000000000000006,-6.1,-4.8,-10.8,0.0
274,Jalen Jones\jonesja04,TOT,266,24,16,181,10.3,0.485,0.382,0.27899999999999997,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.1,0.1,0.027000000000000003,-3.5,-2.9,-6.4,-0.2
275,Jamal Crawford\crawfja01,MIN,116,37,80,1653,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037000000000000005,0.0,-4.0,-3.9,-0.8
276,Jamal Murray\murraja01,DEN,361,20,81,2565,16.1,0.5760000000000001,0.41100000000000003,0.23800000000000002,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,0.10300000000000001,1.8,-2.0,-0.2,1.2
277,Jameel Warney\warneja01,DAL,502,24,3,27,22.6,0.599,0.0,0.41700000000000004,15.9,21.3,18.5,0.0,0.0,0.0,6.6,25.6,0.1,0.0,0.1,0.157,-3.1,-9.1,-12.2,-0.1
278,Jameer Nelson\nelsoja01,DET,366,35,7,116,2.6,0.322,0.359,0.077,1.9,5.8,3.8,27.7,1.7,0.8,21.4,19.6,-0.4,0.1,-0.3,-0.107,-7.5,-2.2,-9.7,-0.2
279,Jameer Nelson\nelsoja01,NOP,366,35,43,897,8.9,0.52,0.537,0.083,1.4,9.9,5.8,22.2,1.2,0.3,20.9,13.0,0.3,0.6,0.8,0.045,-1.9,-1.4,-3.3,-0.3
280,Jameer Nelson\nelsoja01,TOT,366,35,50,1013,8.1,0.489,0.508,0.08199999999999999,1.4,9.5,5.6,22.8,1.3,0.3,21.0,13.7,-0.1,0.7,0.6,0.027999999999999997,-2.6,-1.5,-4.0,-0.5
281,Jamel Artis\artisja01,ORL,22,25,15,279,6.9,0.457,0.36700000000000005,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-4.3,-1.5,-5.9,-0.3
282,James Ennis\ennisja01,DET,148,27,27,551,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0
283,James Ennis\ennisja01,MEM,148,27,45,1053,11.9,0.61,0.37799999999999995,0.32899999999999996,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.3,-0.4,-0.7,0.3
284,James Ennis\ennisja01,TOT,148,27,72,1604,11.6,0.588,0.39799999999999996,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4
285,James Harden\hardeja01,HOU,194,28,72,2551,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,9.6,1.3,10.9,8.3
286,James Johnson\johnsja01,MIA,257,30,73,1943,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.2,19.1,2.2,2.8,4.9,0.122,-0.1,1.7,1.7,1.8
287,James Michael McAdoo\mcadoja01,PHI,320,25,3,18,7.4,0.508,1.0,0.28600000000000003,0.0,11.5,6.0,0.0,0.0,4.6,11.3,21.0,0.0,0.0,0.0,0.023,-4.3,-4.4,-8.7,0.0
288,James Webb\webbja01,BRK,505,24,10,120,2.2,0.33299999999999996,0.792,0.0,7.0,14.3,10.6,4.5,0.4,0.0,14.3,10.1,-0.1,0.0,-0.1,-0.040999999999999995,-5.1,-1.5,-6.6,-0.1
289,James Young\youngja01,PHI,532,22,6,61,4.6,0.511,0.7140000000000001,0.429,0.0,3.4,1.8,4.3,0.0,0.0,5.7,12.3,0.0,0.0,0.1,0.040999999999999995,-3.0,-3.6,-6.6,-0.1
290,Jamil Wilson\wilsoja02,LAC,525,27,15,274,11.4,0.634,0.778,0.049,1.2,11.5,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.5,0.096,1.1,-1.1,0.0,0.1
291,Jared Dudley\dudleja01,PHO,141,32,48,686,8.8,0.5529999999999999,0.6559999999999999,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,0.057999999999999996,-1.9,0.0,-1.9,0.0
292,Jarell Eddie\eddieja01,BOS,144,26,2,6,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-8.6,5.1,-3.5,0.0
293,Jarell Eddie\eddieja01,CHI,144,26,1,3,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0
294,Jarell Eddie\eddieja01,TOT,144,26,3,9,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0
295,Jarell Martin\martija01,MEM,315,23,73,1661,10.5,0.516,0.198,0.23399999999999999,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.0,0.0,-3.0,-0.4
296,Jarrett Allen\allenja01,BRK,8,19,72,1441,17.5,0.636,0.038,0.37,10.5,18.2,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-1.3,1.4,0.2,0.8
297,Jarrett Jack\jackja01,NYK,242,34,62,1548,11.5,0.489,0.19399999999999998,0.16899999999999998,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036000000000000004,-1.9,-1.7,-3.5,-0.6
298,Jason Smith\smithja02,WAS,458,31,33,285,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,-0.2,0.3,0.0,0.003,-4.8,-1.1,-6.0,-0.3
299,Jason Terry\terryja01,MIL,475,40,51,814,8.1,0.525,0.747,0.057999999999999996,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,0.1,0.6,0.7,0.042,-1.6,-0.5,-2.1,0.0
300,Jawun Evans\evansja01,LAC,150,21,48,778,7.2,0.42100000000000004,0.213,0.19399999999999998,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011000000000000001,-4.2,-0.5,-4.7,-0.5
301,Jaylen Brown\brownja02,BOS,70,21,70,2152,13.6,0.562,0.381,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.6,0.4,-0.2,1.0
302,Jaylen Morris\morrija01,ATL,351,22,6,98,6.5,0.43799999999999994,0.313,0.0,2.3,15.9,9.1,10.8,1.0,0.9,15.8,16.9,-0.2,0.1,-0.1,-0.053,-6.1,-1.0,-7.1,-0.1
303,Jayson Tatum\tatumja01,BOS,468,19,80,2438,15.3,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.5,3.0,4.0,7.1,0.139,-0.5,1.5,1.0,1.8
304,Jeff Green\greenje02,CLE,190,31,78,1828,14.8,0.5870000000000001,0.275,0.379,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,3.1,0.8,3.9,0.10300000000000001,-0.2,-1.7,-1.9,0.1
305,Jeff Teague\teaguje01,MIN,470,29,70,2311,16.4,0.5529999999999999,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.8,16.4,20.6,3.4,1.4,4.9,0.10099999999999999,1.5,-1.3,0.2,1.3
306,Jeff Withey\witheje01,DAL,527,27,9,39,8.3,0.444,0.625,0.125,2.8,26.6,14.2,0.0,0.0,6.8,10.6,22.0,-0.1,0.1,0.0,-0.054000000000000006,-9.1,-3.7,-12.8,-0.1
307,Jerami Grant\grantje01,OKC,183,23,81,1647,16.2,0.607,0.24100000000000002,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,3.5,1.9,5.4,0.156,-0.8,0.2,-0.6,0.6
308,Jeremy Evans\evansje01,ATL,151,30,1,5,10.4,1.0,0.0,0.0,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.027999999999999997,-2.3,-6.0,-8.3,0.0
309,Jeremy Lamb\lambje01,CHO,283,25,80,1967,17.0,0.5589999999999999,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3.0,1.9,4.9,0.12,1.2,-0.2,0.9,1.5
310,Jeremy Lin\linje01,BRK,299,29,1,25,15.9,0.597,0.16699999999999998,0.583,0.0,0.0,0.0,27.1,0.0,0.0,16.6,31.3,0.0,0.0,0.0,0.087,-3.1,-10.4,-13.5,-0.1
311,Jerian Grant\grantje02,CHI,184,25,74,1686,14.3,0.528,0.37200000000000005,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1.0,3.3,0.094,-0.1,-1.8,-2.0,0.0
312,Jerryd Bayless\bayleje01,PHI,34,29,39,925,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-1.8,-1.0,-2.7,-0.2
313,Jimmy Butler\butleji01,MIN,79,28,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,4.9,0.1,5.0,3.8
314,Joakim Noah\noahjo01,NYK,369,32,7,40,15.6,0.51,0.0,0.4,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,0.0,0.1,0.1,0.07200000000000001,-2.4,3.4,1.0,0.0
315,Jodie Meeks\meeksjo01,WAS,333,30,77,1119,12.4,0.5479999999999999,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19.0,1.3,0.8,2.0,0.087,-0.4,-2.5,-2.8,-0.2
316,Joe Harris\harrijo01,BRK,199,26,78,1975,13.3,0.634,0.5760000000000001,0.16699999999999998,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,3.0,0.9,4.0,0.09699999999999999,1.3,-1.2,0.1,1.1
317,Joe Ingles\inglejo01,UTA,236,30,82,2578,14.4,0.623,0.6459999999999999,0.11599999999999999,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,2.1,1.0,3.1,3.3
318,Joe Johnson\johnsjo02,HOU,258,36,23,505,6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0.0,0.4,0.4,0.038,-3.6,-0.9,-4.4,-0.3
319,Joe Johnson\johnsjo02,TOT,258,36,55,1205,8.1,0.49,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5
320,Joe Johnson\johnsjo02,UTA,258,36,32,700,9.0,0.49200000000000005,0.37200000000000005,0.106,2.0,15.2,8.7,9.8,0.9,0.7,11.6,17.2,-0.2,0.8,0.6,0.040999999999999995,-3.3,0.0,-3.3,-0.2
321,Joe Young\youngjo01,IND,533,25,53,558,10.1,0.521,0.355,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18.0,0.1,0.4,0.5,0.043,-2.4,-2.3,-4.7,-0.4
322,Joel Bolomboy\bolomjo01,MIL,57,24,6,38,11.7,0.521,0.16699999999999998,1.0,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,0.079,-3.1,-4.6,-7.7,-0.1
323,Joel Embiid\embiijo01,PHI,147,23,63,1912,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,0.1,2.5,2.6,2.2
324,Joffrey Lauvergne\lauvejo01,SAS,285,26,55,534,16.5,0.536,0.026000000000000002,0.247,13.0,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-1.4,-0.1,-1.6,0.1
325,John Collins\collijo01,ATL,101,20,74,1785,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.2,1.9,1.7,1.7
326,John Henson\hensojo01,MIL,210,27,76,1970,15.7,0.5820000000000001,0.013999999999999999,0.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,0.12,-1.4,1.8,0.4,1.2
327,John Holland\hollajo02,CLE,222,29,24,174,5.9,0.41700000000000004,0.61,0.22,3.9,11.4,7.7,3.9,2.0,1.0,11.0,18.5,-0.3,0.1,-0.2,-0.05,-4.7,-2.6,-7.3,-0.2
328,John Wall\walljo01,WAS,498,27,41,1410,19.1,0.515,0.25,0.361,1.8,10.2,6.0,44.5,2.0,2.8,17.0,29.1,1.2,1.5,2.7,0.092,1.6,0.0,1.5,1.2
329,Johnathan Motley\motlejo01,DAL,355,22,11,176,17.2,0.55,0.08,0.373,8.5,22.9,15.5,7.1,0.9,1.0,9.3,24.9,0.1,0.2,0.3,0.084,-2.8,-2.1,-4.9,-0.1
330,Johnny O'Bryant\obryajo01,CHO,376,24,36,379,11.9,0.47,0.251,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,0.038,-3.2,-2.0,-5.3,-0.3
331,Jon Leuer\leuerjo01,DET,295,28,8,136,8.9,0.505,0.083,0.41700000000000004,5.6,20.7,13.0,5.3,0.4,2.0,14.1,16.1,0.0,0.1,0.1,0.051,-5.6,-0.4,-5.9,-0.1
332,Jonas Jerebko\jerebjo01,UTA,253,30,74,1134,13.2,0.586,0.46,0.16699999999999998,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.14400000000000002,-0.3,-0.3,-0.6,0.4
333,Jonas Valanciunas\valanjo01,TOR,489,25,77,1727,22.5,0.628,0.10800000000000001,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,4.6,3.0,7.6,0.21,0.7,0.8,1.5,1.5
334,Jonathan Gibson\gibsojo01,BOS,175,30,4,40,25.4,0.7390000000000001,0.522,0.0,0.0,8.1,4.1,22.6,0.0,0.0,11.5,29.0,0.1,0.0,0.2,0.195,7.2,-5.3,1.9,0.0
335,Jonathan Isaac\isaacjo01,ORL,240,20,27,536,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,-0.6,0.8,0.2,0.021,-4.9,3.1,-1.8,0.0
336,Jonathon Simmons\simmojo02,ORL,451,28,69,2029,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,0.045,-1.0,-1.3,-2.3,-0.2
337,Jordan Bell\belljo01,GSW,41,23,57,809,18.0,0.6409999999999999,0.022000000000000002,0.23800000000000002,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,3.7,3.7,1.2
338,Jordan Clarkson\clarkjo01,CLE,98,25,28,632,15.4,0.565,0.376,0.20199999999999999,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,0.8,0.2,1.0,0.073,0.4,-3.5,-3.1,-0.2
339,Jordan Clarkson\clarkjo01,LAL,98,25,53,1256,16.9,0.532,0.315,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1.0,2.1,0.08,1.0,-2.3,-1.3,0.2
340,Jordan Clarkson\clarkjo01,TOT,98,25,81,1888,16.4,0.542,0.33299999999999996,0.19899999999999998,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,0.8,-2.7,-1.9,0.1
341,Jordan Crawford\crawfjo02,NOP,117,29,5,53,19.1,0.601,0.519,0.037000000000000005,4.2,4.0,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0.0,0.2,0.15,3.9,-4.8,-0.9,0.0
342,Jordan Mickey\mickejo01,MIA,335,23,23,284,10.6,0.515,0.195,0.23199999999999998,7.1,25.3,16.2,4.8,1.1,3.0,16.6,17.1,-0.1,0.4,0.3,0.054000000000000006,-5.5,0.4,-5.1,-0.2
343,Jose Calderon\caldejo01,CLE,82,36,57,914,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,0.1,-2.0,-1.9,0.0
344,Josh Gray\grayjo01,PHO,185,24,5,86,7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.11800000000000001,-5.9,0.4,-5.5,-0.1
345,Josh Hart\hartjo01,LAL,204,22,63,1461,12.2,0.596,0.525,0.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.3,0.2,-0.1,0.7
346,Josh Huestis\huestjo01,OKC,230,26,69,982,5.4,0.41700000000000004,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4.0,12.0,9.5,-0.5,1.0,0.5,0.024,-4.6,0.7,-3.9,-0.5
347,Josh Jackson\jacksjo02,PHO,245,20,77,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018000000000000002,-3.1,-1.2,-4.3,-1.1
348,Josh Magette\magetjo01,ATL,310,28,18,216,11.9,0.46399999999999997,0.478,0.174,1.0,8.8,4.9,36.4,1.8,0.4,15.4,11.8,0.3,0.1,0.4,0.092,-2.3,-3.0,-5.4,-0.2
349,Josh McRoberts\mcrobjo01,DAL,332,30,2,6,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.19,-9.8,-2.4,-12.2,0.0
350,Josh Richardson\richajo01,MIA,426,24,81,2689,13.6,0.551,0.38,0.16,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3
351,Josh Smith\smithjo03,NOP,459,32,3,12,3.5,0.25,0.0,0.0,28.1,8.7,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.013000000000000001,-6.0,-7.4,-13.4,0.0
352,Jrue Holiday\holidjr01,NOP,220,27,81,2927,17.8,0.57,0.28600000000000003,0.191,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.11599999999999999,1.8,0.3,2.1,3.0
353,Juan Hernangomez\hernaju01,DEN,211,22,25,277,9.7,0.511,0.667,0.16,7.4,14.6,11.0,5.9,1.1,0.9,10.1,14.0,0.2,0.1,0.4,0.061,-1.0,-2.2,-3.3,-0.1
354,Julius Randle\randlju01,LAL,420,23,82,2190,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,0.145,0.4,0.6,0.9,1.6
355,Julyan Stone\stoneju01,CHO,465,29,23,175,7.6,0.684,1.0,0.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,0.2,0.2,0.3,0.087,-2.1,0.3,-1.8,0.0
356,Justin Anderson\anderju01,PHI,12,24,38,519,13.0,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.5,-1.5,-2.0,0.0
357,Justin Holiday\holidju01,CHI,221,28,72,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036000000000000004,-1.0,-0.3,-1.3,0.4
